,Dispatch_Time,Lat,Lon,Amb_Arrival_Time
0,8.700384823377053,0.0050759156164654415,60.04647431748332,8.810252117952107
1,20.027517830677603,0.0017275877757583658,60.03209359069464,20.08711166650121
2,20.904470437121617,0.14662885754180677,60.12382012351997,21.087281581987792
3,32.75387775018477,0.020036171453324703,60.1330104502157,32.90061127768066
4,38.05361527927675,0.09880058543717816,60.08768432605053,38.1586384740198
5,43.73927915625875,0.10857556360527379,60.088148932884884,43.822644777240534
6,44.775322428747494,0.10333027100195273,60.12028485098881,44.84278607533261
7,54.07994758332541,0.1321651680660519,60.0628122794317,54.23281316952788
8,59.64964838462081,0.0709053660010657,60.0371652425038,59.79230718551727
9,69.44869490610435,0.13315687027438217,60.04400790371997,69.60366408641858
10,71.17851928080704,0.07787592999721066,60.118340371892245,71.27329751314393
11,86.14701781539725,0.1353508406453421,60.1030302897473,86.2477603681126
12,96.42267580829446,0.02195593711416761,60.041113561266044,96.55962219951597
13,106.24983239940217,0.15485308988650331,60.128698934005754,106.29782998309629
14,111.52307518845268,0.049512182191275816,60.14333354657531,111.619047159858
15,132.43249035861803,0.05434620869268817,60.00513899300662,132.59904096975478
16,133.60254179380888,0.08358809611101065,60.090711148208854,133.7816994497701
17,135.74729703552006,0.061379445718038834,60.022276290686904,135.8102299502393
18,157.1065134570875,0.044522881197770287,60.056811550487055,157.2167207473117
19,159.50136432168316,0.1409025977029544,60.01368691425533,159.61071480433034
20,160.48275611823885,0.1299725315793402,60.0809562550129,160.54140302669938
21,161.18507309334126,0.055236041328144726,60.002661884968695,161.36323878371522
22,170.33314080665727,0.03143137663036242,60.146507091875954,170.46261503085168
23,189.94050962551583,0.1520953474078299,60.15045140396037,190.01330026579834
24,203.56749175492982,0.13019286142230407,60.119820762125705,203.64239475354248
25,206.8662520501923,0.02625944724292829,60.030184034959,206.9594849905103
26,228.1539279593751,0.093940393374406,60.103077456792846,228.26877646673626
27,234.28136690445345,0.03967272901564222,60.14632840737654,234.3506827330556
28,250.34846889523143,0.025059666959356477,60.0417769200793,250.46489021930174
29,252.4741757177438,0.05892587208210722,60.17486656474571,252.5789853932475
30,252.76527738657228,0.07646814230660448,60.08014904124664,252.84382491493383
31,253.2026172912694,0.09256978122356052,60.09475788030634,253.31766381282756
32,254.43551840774725,0.14421342547416321,60.124228762499655,254.50634009595748
33,254.90842018859726,0.03562125332578067,60.051896548519586,254.95196018200176
34,257.1201279644772,0.1585354707163295,60.11526228109868,257.1825986672055
35,257.1221958438824,0.022538359362215682,60.02916089471201,257.2054009653197
36,257.26306721352705,0.16604072377962328,60.01821140532029,257.33374162652575
37,281.09537722890485,0.14149857022887327,60.046597909815624,281.1889480729666
38,287.82573606844215,0.08103175330698274,60.130890048534496,287.89861139665004
39,303.06805351006716,0.14523208839042348,60.05696441624901,303.21936149721614
40,327.9651132391491,0.029245602193312986,60.12699629974241,328.02785669947224
41,343.59524718230654,0.04904216840736568,60.18045360712059,343.78079573298794
42,354.60780339535506,0.11929284997313688,60.05127773025649,354.71189529677446
43,373.13567339627275,0.15070332479062265,60.03199376339967,373.23818518486854
44,375.3652781263677,0.13677364129285072,60.08203566783783,375.617053186008
45,382.62716485546986,0.1363195939645619,60.02448290540201,382.6981857460608
46,389.2497810285742,0.10209155527599133,60.09342342419699,389.3109624123805
47,398.78964774859253,0.10895077755248703,60.11979916326363,398.8346133276629
48,399.77520670491293,0.12661185801960861,60.117263413265434,399.90028923141705
49,400.0824941026776,0.03450477369471905,60.06743223739961,400.1672052754815
50,410.193186089899,0.08104862806904727,60.16946164406706,410.2986162159869
51,427.4292751703092,0.1349009526751846,60.036959979484,427.5663080724865
52,427.48335332551716,0.11018509736660596,60.080848503177606,427.58055594607004
53,427.6026656979203,0.08632892083282927,60.08646844939596,427.69297985518256
54,442.5154845308309,0.10117304546978492,60.112444840855844,442.63448010195907
55,443.16103204207553,0.08459628102915859,60.08241855157143,443.2587345615948
56,443.37937676185607,0.09149604026901625,60.103534285461194,443.50497077256836
57,445.3898773996594,0.1502200079665973,60.139300563200855,445.4939568214353
58,447.2127782576297,0.09717295755957205,60.112097217274616,447.3114899740204
59,447.2535878804796,0.10989995131029655,60.107256756976554,447.2967420712357
60,452.91988444951073,0.18367496993226784,60.19931208297104,453.03569723020047
61,455.88249772991344,0.07876536008569783,60.16511156108963,455.9420317898265
62,464.37496309762776,0.0985704669367039,60.058371949461616,464.4816793658109
63,468.9224193491467,0.16951172696371747,60.11083279358301,469.047169113828
64,469.30123495682204,0.040159083422890034,60.04289716850505,469.416902337159
65,472.8664027793374,0.1851337401050386,60.12807277746671,473.07165036778196
66,473.276234622945,0.11566276582712814,60.09941036006212,473.4082918257341
67,500.0421127642542,0.05536874672716191,60.05791477024758,500.190375995318
68,501.86592455271017,0.08517009666363295,60.15370265197504,501.99357397905504
69,507.00567468270816,0.10734812369992602,60.10246309749531,507.0939973507832
70,516.8371308021381,0.07063540701832295,60.131827567324464,516.9525439741808
71,517.0631661536718,0.03353884185923354,60.01843317461614,517.1329504730097
72,529.5054011528839,0.09005123650474847,60.08872368844385,529.693315206777
73,569.7094793560657,0.15500240339615876,60.13316472073832,569.8311014078611
74,570.4350463840553,0.09602987145092809,60.08495221897434,570.5075760006774
75,571.1810501353424,0.05066406764786223,60.106475355472895,571.2610957623536
76,579.2275717295462,0.10604673906959322,60.0958180351357,579.3358178699369
77,586.9754681428016,0.10256437796600833,60.1095403102151,587.0761274892268
78,587.3450397600993,0.12822754826459795,60.10430575471035,587.443557892906
79,590.3271917674421,0.06631734297194565,60.015764688595475,590.391835155267
80,594.4227027524762,0.12203747151189828,60.01760483674338,594.5342256010763
81,605.686804172003,0.12367734582680477,60.02733939536462,605.7721461778499
82,608.599051958299,0.13970003151909727,60.17802089465026,608.6319685571508
83,612.631684776056,0.0844548181032155,60.12101634183704,612.7517932094966
84,615.3823614312449,0.12937581240481066,60.04030927505531,615.5567451311771
85,616.806273396185,0.10228486602266165,60.09833345175852,616.9637846732016
86,617.5720003001209,0.1075131472085377,60.102498077800014,617.7200143726915
87,629.7802078957825,0.09171988911211616,60.078290850073415,629.8786940508451
88,660.8105848254704,0.11326076345618848,60.199981973490566,660.9605153449984
